product_number;product_name;discount_price;price
42129;App-Controlled 4x4 Mercedes-Benz Zetros Trial Truck;;
10272;Old Trafford - Manchester United;;
10284;Camp Nou – FC Barcelona;;
71741;NINJAGO® City Gardens;;
76178;Daily Bugle;;
76215;tbd-LSH-14-2022;;
51515;Robot Inventor;;
71040;The Disney Castle;281.53;346.5
10299;Real Madrid – Santiago Bernabéu Stadium;1335.74;2726
10303;Loop Coaster;;
10305;tbd-Icons-Special-1-2022;;
21323;Grand Piano;631.2;789
75290;Mos Eisley Cantina™;;
75309;Republic Gunship™;;
42115;Lamborghini Sián FKP 37;1430.31;2919
42143;Ferrari Daytona SP3;;
75978;Diagon Alley™;;
42083;Bugatti Chiron;109.33;124.95
42131;App-Controlled Cat® D11 Bulldozer;1670.41;3409
76405;tbd-HP-10-2022-D2C;;
71043;Hogwarts™ Castle;352.31;719
10276;Colosseum;7.48;11.5
76210;tbd-LSH-9-2022;;
75331;tbd-IP-LSW-13-2022;;
10294;Titanic;559.58;1142
10307;tbd-Icons-World-Buildings-1-2022;;
75192;Millennium Falcon™;152.47;381.17
75252;Imperial Star Destroyer™;;
75313;AT-AT™;;
42114;6x6 Volvo Articulated Hauler;990.78;2022
