product_number;product_name;discount_price;price
76943;Pteranodon Chase;0;129
76830;Zyclops Chase;0;129
76400;Hogwarts™ Carriage and Thestrals;0;119
76207;Attack on New Asgard;0;119
75320;Snowtrooper™ Battle Pack;0;129
71768;Jay's Golden Dragon Motorbike;0;119
60342;The Shark Attack Stunt Challenge;0;119
60341;The Knockdown Stunt Challenge;0;119
60304;Road Plates;97;129
60287;Tractor;0;129
60238;Switch Tracks;89;119
60205;Tracks;89;119
42135;Monster Jam™ El Toro Loco™;0;129
42134;Monster Jam™ Megalodon™;0;129
41959;Cute Panda Tray;0;129
41951;Message Board;0;129
41950;Lots of DOTS – Lettering;97;129
41948;Cute Banana Pen Holder;97;129
41712;Recycling Truck;0;119
21179;The Mushroom House;0;129
21178;The Fox Lodge;97;129
10972;Wild Animals of the Ocean;0;119
10968;Doctor Visit;0;119
10965;Bath Time Fun: Floating Animal Train;0;119
10960;Belle's Ballroom;0;119
10954;Number Train - Learn To Count;0;109
10938;Dinosaur Nursery;0;119
10909;Heart Box;89;119
10882;Train Tracks;0;129
10782;Hulk vs. Rhino Truck Showdown;0;119
10777;Mickey Mouse and Minnie Mouse's Camping Trip;0;119
10713;Creative Suitcase;97;129
71760;Jay’s Thunder Dragon EVO;0;119
60325;Cement Mixer Truck;0;119
60283;Holiday Camper Van;0;99
41715;Ice-Cream Truck;0;119
31127;Street Racer;0;119
31126;Supersonic-jet;0;119
11018;Creative Ocean Fun;0;129
76179;Batman™ & Selina Kyle™ Motorcycle Pursuit;0;89
60326;Picnic in the park;0;89
41945;Neon Tiger Bracelet & Bag Tag;0;89
41944;Candy Kitty Bracelet & Bag Tag;0;89
41443;Olivia's Electric Car;0;99
31112;Wild Lion;0;99
10692;LEGO® Creative Bricks;0;119
76220;tbd-LSH-19-2022;0;89
43209;Elsa and the Nokk’s Ice Stable;0;89
41705;Heartlake City Pizzeria;0;89
31058;Mighty Dinosaurs;0;99
11024;Gray Baseplate;0;89
10980;LEGO® DUPLO® Green Building Plate;0;89
31125;Fantasy Forest Creatures;0;89
31123;Off-road Buggy;0;89
76204;Black Panther Mech Armor;0;69
