product_number;product_name;discount_price;price
76183;Batcave™: The Riddler™ Face-off;295.0;295.0
76155;In Arishem’s Shadow;327.0;385.0
71748;Catamaran Sea Battle;299.0;349.0
41709;Vacation Beach House;319.0;319.0
41683;Forest Horseback Riding Center;299.0;349.0
41682;Heartlake City School;299.0;379.0
41449;Andrea's Family House;229.0;385.0
41395;Friendship Bus;329.0;399.0
75328;The Mandalorian™ Helmet;299.0;349.0
42107;Ducati Panigale V4 R;285.0;349.0
41713;Olivia's Space Academy;289.0;399.0
76904;Mopar Dodge//SRT Top Fuel Dragster and 1970 Dodge Challenger T/A;249.0;299.0
76199;Carnage;269.1;299.0
71400;Big Urchin Beach Ride Expansion Set;263.0;309.0
60347;Grocery Store;275.0;275.0
60329;School Day;245.0;245.0
60294;Stunt Show Truck;275.0;325.0
60282;Fire Command Unit;242.0;299.0
41689;Magical Ferris Wheel and Slide;255.0;319.0
21173;The Sky Tower;279.0;299.0
21051;Tokyo;269.0;299.0
11011;Bricks and Animals;295.0;354.0
10934;Creative animals;249.0;298.8
10929;Modular Playhouse;259.0;299.0
76399;Hogwarts™ Magical Trunk;299.0;349.0
71772;The Crystal King;233.1;259.0
71738;Zane's Titan Mech Battle;269.0;349.0
41961;Designer Toolkit - Patterns;251.1;279.0
41718;Pet Day-Care Center;269.1;299.0
76208;The Goat Boat;199.0;249.0
71387;Adventures with Luigi Starter Course;319.5;355.0
71360;Adventures with Mario Starter Course;199.0;299.0
60349;Lunar Space Station;269.0;299.0
41720;Water Park;245.0;299.0
41708;Roller Disco Arcade;275.0;275.0
21057;Singapore;265.0;265.0
10979;Wild Animals of Europe;233.1;259.0
10280;Flower Bouquet;80.0;120.0
75312;Boba Fett’s Starship™;249.0;299.0
10899;Frozen Ice Castle;235.0;282.0
76905;Ford GT Heritage Edition and Bronco R;265.0;299.0
75305;Scout Trooper™ Helmet;245.0;245.0
71747;The Keepers' Village;209.0;269.0
71737;X-1 Ninja Charger;249.0;299.0
60338;Smashing Chimpanzee Stunt Loop;229.0;299.0
60291;Family House;249.0;299.0
60277;Police Patrol Boat;225.0;249.0
43195;Belle and Rapunzel's Royal Stables;165.0;279.0
10942;Minnie’s House and Café;165.0;285.0
60320;Fire Station;245.0;299.0
76950;Triceratops Pickup Truck Ambush;225.0;225.0
76947;Quetzalcoatlus Plane Ambush;215.0;258.0
76944;T. rex Dinosaur Breakout;215.0;258.0
76832;XL-15 Spaceship;215.1;239.0
60346;Barn & Farm Animals;235.0;235.0
60301;Wildlife Rescue Off-Roader;139.0;235.0
42122;Jeep® Wrangler;249.0;299.0
41717;Mia's Wildlife Rescue;235.0;235.0
31118;Surfer Beach House;224.0;289.0
21186;The Ice Castle;213.75;225.0
21044;Paris;275.0;299.0
21028;New York City;225.0;249.0
11021;90 Years of Play;235.0;235.0
11015;Around the World;145.0;269.0
11014;Bricks and Wheels;269.0;269.0
10973;Wild Animals of South America;225.0;225.0
